2026-07-09 02:24:46,100 | INFO | LGG: 117 records downloaded.
2026-07-09 02:25:12,346 | WARNING | PVG | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=PVG&limit=100&offset=1400
2026-07-09 02:25:12,347 | WARNING | FRA | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=FRA&limit=100&offset=1800
2026-07-09 02:25:12,877 | WARNING | HKG | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=HKG&limit=100&offset=1800
2026-07-09 02:25:13,294 | WARNING | AMS | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=AMS&limit=100&offset=2200
2026-07-09 02:25:13,663 | WARNING | SIN | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=SIN&limit=100&offset=1500
2026-07-09 02:25:14,297 | WARNING | HKG | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=HKG&limit=100&offset=1800
2026-07-09 02:25:14,383 | WARNING | FRA | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=FRA&limit=100&offset=1800
2026-07-09 02:25:14,624 | WARNING | PVG | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=PVG&limit=100&offset=1400
2026-07-09 02:25:15,188 | WARNING | AMS | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=AMS&limit=100&offset=2200
2026-07-09 02:25:15,883 | WARNING | SIN | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=SIN&limit=100&offset=1500
2026-07-09 02:25:16,702 | WARNING | HKG | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=HKG&limit=100&offset=1800
2026-07-09 02:25:17,440 | WARNING | FRA | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=FRA&limit=100&offset=1800
2026-07-09 02:25:17,736 | WARNING | MEM | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=MEM&limit=100&offset=0
2026-07-09 02:25:17,890 | WARNING | PVG | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=PVG&limit=100&offset=1400
2026-07-09 02:25:18,046 | WARNING | AMS | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=AMS&limit=100&offset=2200
2026-07-09 02:25:18,146 | WARNING | ANC | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=ANC&limit=100&offset=0
2026-07-09 02:25:18,684 | WARNING | DXB | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=DXB&limit=100&offset=0
2026-07-09 02:25:18,876 | WARNING | DOH | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=DOH&limit=100&offset=0
2026-07-09 02:25:19,116 | WARNING | SIN | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=SIN&limit=100&offset=1500
2026-07-09 02:25:19,694 | WARNING | MEM | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=MEM&limit=100&offset=0
2026-07-09 02:25:20,416 | WARNING | DXB | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=DXB&limit=100&offset=0
2026-07-09 02:25:20,738 | WARNING | DOH | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=DOH&limit=100&offset=0
2026-07-09 02:25:20,972 | WARNING | ANC | retry 2 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=ANC&limit=100&offset=0
2026-07-09 02:25:22,653 | WARNING | MEM | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=MEM&limit=100&offset=0
2026-07-09 02:25:23,142 | WARNING | DXB | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=DXB&limit=100&offset=0
2026-07-09 02:25:23,564 | WARNING | DOH | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=DOH&limit=100&offset=0
2026-07-09 02:25:23,620 | WARNING | ANC | retry 3 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=ANC&limit=100&offset=0
2026-07-09 02:25:25,456 | WARNING | AMS | retry 1 | 429 Client Error: Too Many Requests for url: http://api.aviationstack.com/v1/flights?access_key=3cc8340e1bf038df78ec6a42a3b78ac3&dep_iata=AMS&limit=100&offset=0
